Rating,Review_Date,Review
2.0,20 October 2021,"Only Murders in The Building is a masterpiece. It is perfect and I love it. Every episode is perfect, there is not one flaw with the show. It is a much watch. It might be my favorite show of all time. The performances are fantastic, Marty Short gives a perfect performance as Oliver Putnum, which is probably his best performance and Steve Martin gives a excellent performance that is one of his bests. Selena Gomez's performance really surprised me, she can really act and she was just great, I mean great in this. Without giving spoilers, the story and the other side characters and tenets are also perfectly acted and casted. Nathan Lane was amazing, I mean amazing. His performance and character was one of my favorites. All three of the main characters interacts are real because they are great together off set and Marty and Steve have always been hilarious in this. This show is so funny I laughed out loud so many times, it was so funny. The directing was so good, I was very impressed. I am invested in the story and the characters. All the episodes were perfect but the finale was amazing and that cliffhanger was so perfect, I loved it! I can't wait for season two! I want a lot more seasons of Only Murders in the Building!"
8.0,3 September 2021,"After 2 episodes I am still watching. The cast and production quality are obviously top notch. I have always loved the casual nature of Steve Martin's acting. Half the time he doesn't even need to say anything. But he feels a bit underused at this point, especially considering he created and produces the show. I want to know more about his character (maybe it is coming). The character played by Gomez is set up very well, the dialogue is good and there is ample intrigue. It would be a bit harsh to say Gomez cannot act. It could well be the direction is also poor. What is with the monotone nature of her voice? It sounds to me like she is just reading the script out loud most of the time, barely a hint of feeling in the words. I get the distinct impression she is trying too hard. There is no energy to her acting. But it must be a bit daunting to play opposite her co-stars. I will give her a chance, let's see where this takes us."
10.0,7 April 2022,"""Only Murders in the Building"" is painful to watch. I tried to watch the first four episodes to see if the series would get better but it only gets worse. The premise is absurd, affronts our intelligence and the dialogues seem straight out of a high school play.

The series starts with a murder in the middle of New York and the Police assume it's a suicide and worse still, three residents of the building with access to everywhere and everything start an investigation and a Podcast about the case.

Veteran actors Steve Martin and Martin Short are completely wasted in this series and Selena Gomez, unfortunately, does not convince as an actress. This series is just awful."
10.0,28 June 2022,Show is great but Amy Schumer kills season 2!! Season was well written had pretty much everything for a dramatic comedy. Good to see Steve Martin and Martin Short back together again. Selena Gomez is always good and glad to see her back acting again. The three of them work well together. Steve Martin and Martin Short have great playoffs as they always had as in previous movies. I'm not sure why they added Amy Schumer to the cast but they could have done better. She doesn't fit in with the rest of them. She tries to be funny but nothing she does or says really hits. Her comedy in stand up isn't funny either so she was a waste of a cast member. The producers could have gotten a nobody to fill her role. Can't wait for the rest of season 2.
10.0,19 September 2021,"I started watching it a few days ago and I love it. Steve Martin is brilliant as always, Martin Short is hilariously neurotic and Selena Gomez proves that she can hold her own with these comedic legends. This is the show everyone must watch this fall."
8.0,17 September 2021,"SHE NAILED IT SO FAR. THE 5 EPISODES JUST SO GOOD. We can't forget abt the other actors either omg, steve martin & martin short & aaron dominguez omg preach for them too they're such good actors & i love them !!! This is gonna be one of the best shows of all time i can see it."
10.0,22 September 2021,"This is awesome.

I love the combo like Crime, Murder Mystery, Thriller, Comedy really enjoy this.

Good Script and Brilliant Casting."
7.0,6 September 2021,"I really warmed up to this show. Short, Martin and Gomez have great chemistry. I like the old-fashioned decor and the moody atmosphere. The story is engaging and I will look forward to the rest of the series."
10.0,23 September 2021,"I'm a bit disappointed on how short the season was, since it was only 6 episodes and each for about 30 minutes. I loved the chemistry between all three characters, and I loved how there were a lot of plot twists in a short amount of time. And the show moved on pretty quickly as well. So ready for season 2!!"
7.0,12 October 2021,"Short and Martin are great, especially Short. However, Gomez is a distractingly bad actress. If not for the writing and the acting of the other two she would make the show unwatchable."
1.0,1 September 2021,The show is amazing so fun the cast did a great job.and Selena Gomez ate the role.
9.0,26 October 2021,"Most older viewers will go in to this to see Steve Martin and Martin Short team up while younger viewers are likely here for Selena Gomez. You will certainly get your fill as far as screen time goes, but not quite the best as far as performances go. All three are fine enough in their roles but we are talking a spoofy murder mystery here.

Steve Martin gets more humor and drama than the others and does well with it and generally being a lot less over the top than we are used to seeing him - which I found refreshing.

Martin Shorts character works more an annoyance that lets others be funny although he does have some funny lines, but much less than we normally see.

Selena Gomez is a bit uneven. She works best when she is investigating and not so good when she is supposed to be emotional. It can't be easy holding your own with this cast, but I do think she held her ground pretty well.

The story is a spoof about crime/murder podcasts and manages to go through many different phases during the 10 episode run. It started strong and then ambles along very pleasantly until it crescendos with a very good final episode. It feels comfortable all the way through and that isn't a bad thing. In this age of media violence this is a balm that I looked forward to watching each week and enjoyed until the end."
10.0,21 October 2021,"I have been a fan of Steve martin and Martin Short in their earlier efforts...but now...It seems they have suffered from Major Talent Withdrawal... and Selena Gomez, what a completely talent-less piece of work...she talks as if her jaw is still numb after major jaw surgery. And her monotone voice emits the F-bomb at regular intervals.. Apparently one of the major requirements to be a writer in Hollywood today is to inject as many F-bombs as possible . I fail to see how this series got labeled as a mystery/comedy when both elements are absent."
10.0,31 October 2021,"Only Murders in the Building is perhaps the most unique show out there right now. Martin Short, Steve Martin pair works like an well oiled machine.

The pacing of the show is just right for this genre. There was plenty of intrigue in the plot to make the audience glued to the story.

Right after the first episode the plot starts thickening and by the end we had a very nice well developed plot.

In terms of performance both Martin and Short did a commendable job. They were not only funny but also were emotionally invested in their characters.

Overall this is an exceptionally well written show. Looking forward for the next season."
10.0,6 September 2021,This is a really great show. I think Selena Gomez is really good in it. Martin and Martin are great as usual. This is well written and keeps you interested. I do not find it funny tho. At least not yet.
10.0,31 August 2021,
10.0,31 August 2021,Selena is very very very beautiful and the story is so good also i like it.
7.0,31 August 2021,"I always say I'm not going to binge watch next time I find a show I like but alas, I have failed again. This series is adorable, fun, and so far, anyway, bereft of any of the social agenda garbage virtually every show nowadays seems driven to inject. Just simple, lighthearted fun, reminiscent of when TV was actually entertaining. It does have a bit of profanity, but at least it's not blasphemous. I adore Steve Martin anyway, Martin Short is thankfully low-key, he can get annoying when he's over the top, and it's my first encounter with Selena Gomez, but she does a great job, too. Watch it!"
9.0,31 August 2021,I'm literally obsessed with this show. You have to watch this.
6.0,1 September 2021,"When I first heard about the show, I didn't had a lot of high expectations but I was so surprised after watching the first 3 episodes. The plot is well executed, the characters are multidimensional and there's so much to uncover about them. They are not what they seem like at first glance. Each episode leaves you wanting more and more as the story unfolds. If you want something fun and intriguing at the same time - congrats, this one's for you."
3.0,31 August 2021,
9.0,22 September 2021,"I've enjoyed it. Love the pace, the backstories and the character growth has been really interesting. Worth the time."
9.0,6 November 2021,"Found myself getting bored with it, but saw it through to the end. A few, very few, funny lines, and a story that isn't particularly interesting. And and do they have to say 'Tim Kono' every time they are talking about him? Wouldn't 'Tim' do most of the time. Some of the storyline was lacking in logic, and, unlike 'Curb your enthusiasm', I really wasn't all that anxious to tune into unwatched episodes. Appreciate the effort of all involved, as it's certainly not easy to write a who-dunnit, but given the cast, I expected to be laughing a lot more. Don't think I'll tune into season 2 unless the wife really wants to watch it. Fortunately, the episodes are only around 30 minutes long, so it's tolerable."
10.0,31 October 2021,"Only watched up to episode 2. Boring, dull and unfunny. Selena Gomez even acts and sounds bored of it. Nothing keeps you interested in the first 2 episodes to keep you watching any more."
10.0,28 October 2021,"A great series! Very funny, brilliant story, great characters and makes me want to go to New York Desperately. I'm not a true crime fan, and you definitely don't need to be to watch this either."
10.0,12 July 2022,"Look I love the show it is amazing, since episode one it has kept me constantly on my toes and I am so happy we are going to be getting a season 3, but I do not like cara and Amy's characters I mean I am all for progressiveness but what happened to Oscar I don't understand I mean did he and Mable not date???

Anyway grate show worth your time <3."
10.0,25 October 2021,"I Love the story line, I think my favorite was the Cat in the Freezer. Can't wait til season 2. A little more light in the picture, be nice it was really hard to see. Otherwise, it was good."
6.0,8 September 2021,"This is HANDS DOWN Hulu's best series. Full of comedy, thrills, mystery and murder. Steve Martin & Martin Short show their still strong comedic forces in this industry! Selena Gomez is at her best along side Martin & Short. Gomez's comedic timing and quick witted delivery is up with the greats of this show.

This show will be a staple not only in Hulu's ever growing discography-but the discography of each actor involved in this series."
10.0,1 September 2021,"Althought the reviews were good, I actually didn't except the show to be THAT good.

I've finished watching it 24h ago and since then I've been doing nothing but think about who the murderer is, I've been collecting clues and trying to hold a case (failing miserably but well), made about five different theories since then and even created a gc on to debate about them. Safe to say, I can't wait to watch the next episodes and hulu is sick for releasing ONE episode per week like what was the reason."
7.0,2 September 2021,"I have to preface by saying I LOVE Steve Martin and have since I was a teenager and saw him sing King Tut on SNL and as Dr Maxwell in the old Bee Gees Sgt Pepper movie. I made a scrapbook of him and everything. I feel he has rarely made a misstep in his career and I was thrilled to find out he was finally going to be in a series show. I love Martin and yes Selena too so... but there's a reason for the many high reviews as this show has it ALL! Truly laugh out loud comedy, great cinematography and sets and a truly twisty intriguing mystery that unfolds in a tantalizing way. I think the episode lengths are perfect too. Can't wait to see where this goes."
5.0,13 October 2021,"I like the show sometimes. But whatever is going on with Selena's voice is weird. Is she trying to talk like this, is she going through some physical struggle, is she trying for a certain effect? Did I miss something that explained this. Seems like all the reviews that say only the nicest things don't address this elephant in the room. It constantly takes me out of the plot. I have seen her so fun and full of life and her normal voice. Why this change? Please explain so I can enjoy this show fully."
10.0,31 August 2021,"Amazing, omitb is so good, i love to see it, congrats selena gomez!"
9.0,25 July 2022,"This show could be so much better- why did they choose Selena Gomez for Mabel? She ruins it for me. Luckily Martin Short and Steve Martin are kings, so they carry the show. But Selena? Could have picked anyone but her - she's so monotone and not believable in this role. Her character is not very likeable anyway so it's super hard to write anything positive about her."
10.0,28 June 2022,
10.0,7 September 2021,I can't give this show enough love. The amazing cast is obvious but damn do they work well together. The score is amazing. Can't help but to get excited when the opening song comes on. Just love it! Keep it coming!
9.0,31 August 2021,"I woke up and was like "" what should I be watching "" it has been a while since I watched something. So i was quite surprised 'cause i had no clue there's a Selena Gomez tv show ! It's been a while right!. I'm excited I watch the first two episodes and they are great funny and gloomy, it should be it's a gloomy Tv show after all. I know this has nothing to do with the show itself but I love Selena's outfits and color mixtures. Soo girly I know.

Any way enjoy this."
10.0,2 September 2021,I've been waiting to see OMITB for a while now and I actually signed up for Disney+ just to watch it. I enjoyed all 3 episodes and was left wanting more. These characters are very fun together and I'm glad to see Selena on TV again.
7.0,31 August 2021,"Good Clean Lighthearted Fun -- kq999, couldn't agree more."
9.0,31 August 2021,"Fantastic cast and a fun premise, two episodes in and this series shines. Unexpected, quirky, and well written, only hope it keeps this up for the remaining 8 episodes."
7.0,2 September 2021,"This trio was a good choice for an ensemble story. I really enjoyed seeing Steve and Selena of course Martin, playing on each others talents. I think this was the best casting fir the type of story that unfolds. A unique way to blend a little mystery with light comedy for sure."
9.0,16 February 2024,"This show is pretty good...but honestly it peaked in it's first season imo, which is a shame.

Season 1 was quite outlandish but in a controlled way. Like fireworks. Whoever decided putting coloured gunpowder in a pipe and setting it on fire - crazy. Whoever decided to shoot a bunch of them up in the air and make a display - genius. Season 1 is twisty and dramatic, a little bit hammy, a little bit cliché and very self aware. The acting is solid, the mystery is entertaining and engaging, the resolution is great fun. It just works.

Season 2 is...fine. That's not fair, it's actually pretty good too, but it's essentially a rehash of Season 1 so meh.

Season 3 sucks. It couldn't hold my attention at all. The dynamic changed far too much, far too dramatically. The situation doesn't work, the character balance is off and the chemistry is dead. I'm content to pretend in my own little head that it didn't exist and the show ended at the end of Season 2."
10.0,2 September 2021,I've seen the 1st 3 episodes and I'm really enjoying it. The 3 different characters and their individual stories are unfolding is well done. Steve Martin can't do wrong in my opinion. Martin Short is of course great at doing over the top. I love Selena Gomez. The way she's playing the character reminds me of Lauren Bacall.
10.0,6 September 2021,"This is a show I was eager to see. There are aspects that, personally, disappoint - the pacing (Woody Allen used to do these things so much better, with an under-appreciated energy and precision), the peculiar interactions between the 'odd trio' (yes, I know Gomez's character is supposed to be somewhat disconnected from the older pair, but her behaviour in the early episodes is just a bit too odd and illogical to work for me), the already-cliched 'talking to a dead guy' conceit (after The Flight Attendant, and others, this needs a long, long, rest) and (I know, I know, these things are subjective, but...) Gomez's weird, ultra-constipated, nasal mumble - but the charm of Martin and Short makes up for any misgivings and keeps one watching. Like so many shows these days, this feels like a 90 minute movie stretched out to fill up a non-negotiable run of episodes, but it's entertaining even during its detours and digressions. Not a great series by any means, but a welcome one."
10.0,22 October 2021,
10.0,24 September 2023,"I stumbled across this by accident and quickly became obsessed!!.... It's literally everything all rolled into one... amazing writing, cast, acting, directing... The 80's/ 90's style comedy from the amazing Steve Martin and Martin Short instantly transported me back to my childhood, comedy duo genius. The facial expressions alone had me belly laughing.

If you're looking for a light hearted, funny, who done it series with cameo's from legendary actors this is definitely for you. It will NOT disappoint.

I binged all three seasons over a weekend and can't wait for the next one!!! Bring on Season 4!!!...."
9.0,2 December 2021,"I had already heard rave reviews on Only Murders on the Building and just by seeing the cast lost I knew it was going to be a good show. I was immersed in the story within the first 10 minutes of the first episode. I was happy to see Selena Gomez getting the recognition she deserves because, honestly, her role in Only Murders in the Building is truly amazing and I loved every bit of her acting. Regarding Martin Short and Steve Martin, I mean, what can I say. The ""OGs"" are back and better than ever. Loved their role and the touch of comedy they brought to the show.

Last but not least, there was something about the production and direction that made me fall even more in love with the show. It is so well directed and produced, from the color scheme, to the choice of venue to the secondary actors, I simply loved it.

I can not wait for the second season to be available. If you are debating whether or not to watch this and you like ""modern crime"", good actors and a touch of fun, you should definitely start watching it as soon as possible. You won't regret it!"
7.0,5 November 2021,"Im not a critic or reviewer by any stretch of the imagination, and, to be honest I've never written a review nor given advice about what anyone should watch - but with this everyone should give it a go... It's just incredibly, incredibly good. From the casting, performance's, set/location, story and writing, to the music in the background it's all perfect. Loved every minute - this sends my viewing into a whole new direction!"
10.0,22 October 2021,"Comic genius of Martin and Short can't help but make this one to watch.

You have to be prepared to invest and wait for the layers to unfold.

I enjoyed it."
7.0,21 October 2021,"Not sure what any bad reviews about this about. I went into this show with an open mind and i was not disappointed. Just finished the 10 episodes. SO entertaining, i cant wait for more. The acting is great, the cast is great. WHAT A FUN SHOW TO JUST RELAX AND ENJOY."
5.0,31 August 2021,"She's back like she never left. Hope she never sings again and just acts, she's a generational talent. This show is incredible, if you haven't watched yet definitely tune in."
10.0,27 July 2022,"I love this show but I cannot stand Schumer. She is a horrible, hateful person and it is ruining this show for me that they have her on. Thank goodness it is just two episodes, but that is two too many. Beyond that huge misstep, I love this show and the chemistry between the three leads."
8.0,2 November 2021,It had such a great cast of f characters. I find it interesting and relaxing at the same time. Definitely something to look forward after a long day. I am so happy to see Steve Martin and Martin short in this show. They are as great as they have ever been.
10.0,6 September 2021,The 10 star reviews have to be fake. I'm watching for Martin and Martin. To read some of these you would think Selena Gomez is the best actress since Meryl Streep. I don't know much about her music but her voice is so annoying. The show isn't horrible and it's not great. It's something to watch.
10.0,29 February 2024,"Watching season one now. It's an interesting story. Steve Martin and Martin Short are genius as usual, always a great pairing. Martin Short, in particular, is hilarious. I've never watched anything with Selena Gomez in it before so I had no prior opinion. Her speaking voice is beyond grating. I didn't know it was possible for someone to speak nasally and monotone at the same time. Kind of like that Roz character from Monsters Inc. If you can get past Selena's irritating voice and the excessive, unnecessary, thoughtlessly applied and sometimes distracting use of the f word, it's fairly binge worthy."
10.0,1 October 2023,"The show reminds me of the old TV ,where we had charisma, good writhing and most important really good actors. Selena Gomez really does bring some intresting youth to the trio,but withous Steve Marin and Martin Short the show wouldn't be such an interesting one. They bring that acting that we do not see anymore in the new TV shows,they give not only the appeal for drama ,but they have the fascination for classy and dashing. The show as said before brings a couple of good points together such as writhing,acting,something really important to me - new faces without thaking out the base actors. I really hope the show continuous with the same energy,love and devoution to create such an amazing content."
10.0,7 July 2022,"First season was excellent, but second is not.

Martin Short and Steve Martin are brillian, but... Selena Gomez is not a good actress, in fact she is terribly bad. And Amy Schumer? Really? She is not funny or anything.

I keep watching because story is interesting and funny and scenes are nice, and want to see what will happen next. All in all a good series."
6.0,21 October 2021,"This series is a good series, it's a funny series .

And the actors its a really Good was a good choice.

I wanna a 2 season because i like.

Congratulations."
10.0,20 October 2021,I really have enjoyed this series. The acting is perfect and the comraderie amongst the characters fun. I am so glad it is renewed for another season!
7.0,13 September 2021,One of the best shows that i ever watched. Loved it.
1.0,13 September 2021,"I couldn't get enough of the cliff hangers each episode, Steven, Martin & Selena do an incredible acting in the show. It's comedy and mystery mixed in together and I love seeing mature content coming from these characters. Selena does a great job interpreting her emotions into Mabel mora, true actors can literally bring life to characters and Selena has done it. So proud of the good reviews."
10.0,11 December 2022,"The first season was fantastic. We couldn't get enough of it. We watched it so fast. Once the second season came out, we were so excited to watch it. The second season left a lot to be desired with each episode. They turned a good portion of it into trying to push a narrative of sexuality which isn't anything this show has ever tried to do before. It was extremely disappointing to see yet another show fall into this pattern. It was so boring that I don't think we will be watching the third season. They could've done so much better. Cara Delevingne was a horrible addition to this season and it ruined a good portion of it. This was supposed to be about mystery and solving murders, and her character completely ruined it."
10.0,20 October 2021,"I've been a fan of Steve Martin's since the beginning, I saw him early on in his career when he said, ""Excuse Me"" and wore an arrow through his head. Loved him on SNL every single time he was on, Bowfinger is one of my favorite movies. I was delighted to see that he can still do physical comedy, his antics in getting to the elevator and the subsequent mayhem that ensued had me roaring. Really a fun show to watch and I can't wait to see how that awful woman died."
10.0,2 June 2022,"I think I'll start with the bad stuff first. I was really looking forward to this show for a while and then after months of waiting I finally got around to watching it and at first I was very disappointed. So I seem to be in the very minority in that I didn't mind Selena Gomez's character, her acting didn't blow me away but it was fine. Her character wasn't actively annoying like the other 2 main characters were. I get they are great actors and I used to love Steve Martin in his older movies when I was younger, but I think the characters themselves were just so unlikable, but that's just me.

But aside from that, it took me over a week to get through the first four episodes, they were just so boring and nothing happened and no meaningful progress in the plot happened aside from a few seemingly interesting cliffhangers. I almost decided to stop watching completely. A character later in the season actually referenced an earlier episode and it seems the writers were self aware of how pointless the first few episodes were: ""A whole episode with no stakes."" Except I would say it was multiple episodes.

But starting at episode 5, stuff actually starts happening and the pacing becomes much better. I won't spoil it but it starts getting some interesting reveals and the characters become slightly less full of themselves and more bearable. I don't typically like whodunit murder mysteries, but I think the differing personalities of the main trio and the intriguing premise ultimately paid off, even though it was incredibly slow to start, so I don't really blame people who quit a few episodes in."
9.0,5 September 2021,"I love Steve Martin & Martin Short, but I truly don't understand the rave reviews for this show. I could only manage to suffer thru the first episode but that will be all. It was SO BORING, not funny, I could go on! But the biggest problem is the terribly miscast, Selena Gomez. Who is NOT an actress. She literally has one expression and couldn't act her way out of a paper bag. Anyone saying she's ""great"" in this, is a fangurl. Sorry, but that's just the truth. In fact, I don't know what two comic geniuses like Steve Martin & Martin Short were doing getting mixed up with her in the first place. If you want to see them back when they were funny (it's actually depressing to see how old they are now!) and life was a lot better too, watch Father of the Bride. Talk about comedy gold! This show however, is not."
10.0,5 September 2021,"I don't know what I was expecting when I watched this but I ended up loving every minute. I've not seen Steve Martin or Martin short on my screen for a long time though I am a fan of their work. Such an odd mix of actors on paper but somehow it really works! I loved the twists and turns and the nod to all the true crime junkies/armchair detectives amongst us. Every other person seems to be on a Facebook crime group these days and it made me laugh that they channeled this so well. I liked the heart behind the characters as well as the comedy element. I watched this show with my partner and teen daughter and we all enjoyed it it's not often you can watch stuff with the family anymore, we loved it and would really recommend."
9.0,6 September 2021,"What a show ,it get the viewers attention just as it starts,and i dont think any comedy ,mystery can be better than that ,these three brilliant actors have given us what we expected , truly exceptional show And the mystery of who did this will keep us guessing! What a show!!!!!"
7.0,7 September 2021,"I was honestly unsure on how I would feel about this series, but it's fantastic! It's funny and cheesy, and I love every minute of it. Steve Martin, Martin Short, and Selena Gomez work so well together! They are the perfect balance.

I've seen a couple people complaining that Selena Gomez is coming off as monotone or rude, but have you all ever considered that this is the way the character is supposed to be portrayed? The same way that both Steve Martin and Martin Shorts are supposed to be portrayed in a specific way? I think everyone does a fantastic job with their character.

I'm also really loving everyone who they've gotten to be part of this show! I screamed with excitement when I saw Nathan Lane!

If y'all want something refreshing and something funny and with an interesting storyline, definitely watching this!"
10.0,20 September 2021,"Who knew dips could be a meal? Would you save a frozen, 3-legged cat? Who was Tim Kono? If you have ever sat around your home thinking about these things wonder no more. Steve Martin, Martin Short, and Selena Gomez are here to answer your questions in a murder mystery 3-way called ""Only Murders in the Building"". Set in a building, ""Only Murders..."" moves from floor to floor with relative ease. (Actually, an elevator and some stairs.) Occasionally venturing out into the court yard and even the mean streets of New York. Along the way we meet other people with other lives, but the meat and potatoes is the murder in the building. So if you want to get hooked on an enjoyable series staring Steve-Martin-Short and Selena Gomez watch ""Only Murders in the Building""."
7.0,7 September 2021,"Even when she was tiny on Wizards of Waverly Place I was like this girl has serious chops and impeccable comedic timing. I'm so excited for to break the Disney chains and do real works. Unfortunately, we got Springbreakers and Behaving Badly. But look at her now. Steve Martin once again shows his stunning talent for writing and seeing him and Martin Short work together again is a real treat. Can not recommend this series enough."
5.0,31 August 2021,"Finally a great comedy show, It seems like it has been quite awhile since a truly good comedy series has been produced. The first three episodes left me wanting more, and the acting from the three leads is exceptional, their chemistry is undeniable. Short is truly a legend, and the story overall is very thrilling and funny."
10.0,20 August 2023,"I got hooked after first few episodes. Mystery Comedy and iconic characters with occasional cringey dialogues.

It follows the same old formula - lead to one suspect and new evidence appears, and turn to new suspect, and repeat.

Some twist in the end. Season 2 follows the same journey and making it so boring.

I like the characters. But the show struggles to offer something new and refreshing to keep me hooked. It also has a lot of fillers and some romance of side characters that has no relevance in the story. Howard's Romance 🤔✨

I saw the ratings on Season 3 is great, I personally havent touched it. Yet."
9.0,2 November 2021,I don't know why anyone would think you would have to be paid to give this series a 10 star rating. It was fantastic. I wasn't sure about the first episode but after that I was hooked. I actually didn't figure out the killer right away and I didn't expect the ending.
10.0,6 July 2022,"The writers cannot agree on whether the folks who live in the Anconia are tenants, i.e., they pay rent to a landlord, or owners, i.e., they own their apartments and pay a monthly maintenance fee to the co-op. Thus, Bunny is Chairman of the Board (a co-op thing) but seeks to evict Martin Short (a landlord-tenant thing)."
10.0,26 August 2023,"The first 2 seasons were awesome, I was totally hooked. Very intrtreging and kept your attention through out. Waiting intensely for each next episode. Season 3...eh!!! Not so much. Episode 1 was soooooo boring, I left it numerous times to watch something else. Dredging through, I returned to continue watching it.... The 3 rd season thus far moved soo slow for anything exciting and seriously, nothing exciting ever happened. So sorry. Episode 2 and 3 offered little more excitement. I seriously doubt I will continue watching anymore of this show. Not sure what happened that it clearly went off the cliff .... Totally boring, very slow moving, no excitement at all. Sad, cause I was enjoying it. Oh well... On to another show!!!"
10.0,22 October 2021,"Ignore the long reviews from people who gave up after one episode, stick with it, sit back, and enjoy the entire masterpiece!

As soon as you think you know where the story is going, the investigation goes in an entirely different direction. Full of twists and turns, jokes and whodunnit excellence, Only Murders In The Building is truly fantastic.

Selena, Steve, and Martin may be as unlikely a trio as their characters themselves, but it really works.

Persevere at the start, it gets better, you won't be disappointed!"
10.0,23 October 2021,"Who knew that 2 aging comedians and a millennial would have great chemistry. It's witty and a great mystery caper. No spoilers, however I hate mysteries in which the culprit has two sentences the entire investigation until the last 10 minutes of the show. This is not the case."
7.0,21 September 2021,"I just finished watching the first four episodes and I'm already hooked, the chemistry between the three main leads are impeccable, it's a murder mystery in the same vain of knives out except you have three individuals who love true crime podcasts trying to solve a murder mystery in their building, the series blends comedy and murder mystery well but doesn't skimp out on the drama, as you hear the back stories of the three main leads, it makes you tear up, it has some of the best writing I've seen, can't wait for the next episode, I'm excited to know how this murder mystery plays out in the end, highly recommended for those that enjoy a well scripted whodunnit with a superb cast."
10.0,1 November 2021,Brilliant show. No faults. The three main cast members - two comedy legends and another surprisingly (to me as I hadn't seen her in anything before) great actor. Can not wait for season 2. Never even saw this advertised before watching just stumbled across it on Disney. Why was a bigger deal not made of this?
6.0,27 September 2021,"Maybe a storyline that's been done before, but everything at the same time is sooo original! The sets and fashion styling is extraordinary and just stunning. The acting fantastic, and dialog seamlessly witty. And lastly I simply love the music. Only Murders in the Building is a fun and gorgeous ride."
2.0,6 October 2021,"I just must say this show is out of this world, amazing, and a lot more.

I really really love it."
8.0,15 September 2021,"The hype about this show made me think that i was gonna watch something special but it's not, yeah it's fun and entertaining but definitely not a 10/10. The acting is bad from all the actors, they try to make the story clever but it's really not , nothing special about the direction or production , it's just a fun show that's easily forgettable ."
10.0,4 December 2021,"OMITB is a show that is well thought out in my opinion, but doesn't take itself too seriously. I like the 3 characters very much, they each have that 1 thing in common that connects them (and no, it's not just the podcasts). Their chemistry is funny, touching and dare i say homey.

I like it that it dables into the mysteries of the characters lives too, but also doesnt lose focus on the main mystery, the murder.

Some reviews might say it's too short, which i disagree. It's perfect this way imo, just as short as a podcast, and it makes u crave more and more without dragging it out for an hour.

I can't wait for the next season, that's all i'm gonna say!"
10.0,2 September 2021,"I just watch three episodes and I can say I like it. As you know, it contains comedy. This show is like the movie called pink panther. If you like pink panther you should watch this. If you like Detective show like sherlock you shouldn't watch this. Overall, it's a fun show to watch. It will entertain you in someway."
10.0,21 July 2022,"Can't we have ONE show that doesn't gratuitously interject wokism? And so many interject it in the SECOND season. We need ""trigger warnings"" if you're going to continue to do this. ENOUGH already. Too bad, because I was enjoying this otherwise innocent ""whodunnit"" series."
10.0,1 November 2021,"Being a big fan of Selena, I started watching this show, I didn't had much expectations from it but to my surprise it turned out to be awesome, the humor in many places justify the that this is not an ordinary crime drama, in some places the show gets too serious in some places to which the humor lite the seriousness, so it kind of neutralizes the show and balances both the sides, which is great to be honest. A the story plot is also kind of new, which I haven't seen in the past crime dramas. The best thing about the show is the trio of Mabel, Charles and Oliver. These characters are so well written, that makes the show more enjoyable."
9.0,1 September 2021,
7.0,2 December 2021,
10.0,26 October 2021,"It's a crime story, it's a comedy, it's a thriller. It just awesome.

All the characters are played extremely well and the tree main characters are just awesome."
6.0,14 October 2021,"An old feel, to a new show, classically scripted, heaped in mystery and fun. These types of shows are no longer made, which is the biggest tragedy.

The best thing I've seen in ages."
3.0,2 September 2021,"Binged the first 3 episodes last night and I am so excited for more of this show! They successfully poke fun at true crime nuts, police procedural dramas, and of course New Yorkers. The clues are interwoven a la Agatha Christie and Alfred Hitchcock, but the playful tone keeps the horror at bay. Shaping up to be a fun whodunnit.

My only beef.... They missed a chance to enhance the narrative in the opening credits! It shows a view of our 3 protagonists through the building windows each performing tasks specific to them... but they are in the wrong apartments 😂 If a show is to take place in apartment hallways and elevators with little to distinguish where we are in the space, it could get confusing. During the 1st elevator scene I was literally thinking...ok per the credits she's in the penthouse, Martin short is in the middle, and Steve Martin is on the lowest floor...only to find out I'm totally wrong 😐 They do a fabulous job of making the apartment interiors very distinctive which is such a blessing. It's a nitpick I know, but now 3 episodes in I still don't know where everyone is😂 It's also a distinction that may prove important later if say, one person passes a shady character on the stairs during a fire drill, but the others don't because they are on lower floors 😉"
10.0,5 September 2021,"Well let me start off by saying that the show has potential to be a great. The story is intriguing and cheesy (in a good way) but the acting is pretty bad, especially from Selena Gomez. Her monotone character makes me not feel or root for her. Steve Martin and Martin Short both do a decent job but I have to note that Martin Short is carrying the show. Besides the acting, the show is filled with weird camera shots. Not sure if it's meant to make the viewer feel uncomfortable but I can assure you that I don't like it. For instance there was a scene where Steve Martin's character was talking and Selena Gomez was standing in the background looking very awkwardly. Now that the bad stuff is out of the way, let's talk about the good stuff. First let's talk about the story. It's a classic ""who's done it"" which you can never go bad with. If you add Selena Gomez's little secret to this, it provides the show the tools to make it great. In addition, I have to say that I love the wardrobe of the characters and how effortlessly they made a simple scenes look beautiful. In conclusion, the show may seam decent, but there is something that makes me want to click that watch the next episode button. Can't wait to watch the next episode and see in which direction they drive the show!"
10.0,23 October 2021,"Great story, smart, fun, great actors! Martin kick ass:) All series are good and interesting! Very good characters and story!

Great story, smart, fun, great actors! Martin kick ass:) All series are good and interesting! Very good characters and story!"
