,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
127,127,3.0,"Jun 15, 2023","Transformers: Rise of the Beasts recaptures some of the fun and charm of Bumblebee and the early Transformers films and blends it with the aesthetics and nostalgia of the old 80s cartoon. Rise of the Beasts establishes some decent human leads that aren't annoying while keeping the focus on the robot conflict. The voice cast was fantastic! Peter Cullen as Optimus Prime will always be the greatest of all time. Peter Dinklage's Scourge sounds and looks vicious. Ron Perlman, Michelle Yeoh, Pete Davidson, and Cristo Fernández provide solid performances, giving their characters a little fun and even some heart. Rise of the Beasts reels the franchise back in from the outrageous goofiness of the Wahlberg entries but still has a good time recognizing its primary audience is kids and parents who grew up on the cartoon. The intensity and pacing of the first 2 acts are superb! The final act gets a little cheesy and starts to feel generic, but it is no worse than the climax of recent Marvel films. Rise of the Beasts isn't perfect, but it sets the Transformers back on the right path.","June 9, 2023 (United States)",transformers rise of the beasts recaptures some of the fun and charm of bumblebee and the early transformers films and blends it with the aesthetics and nostalgia of the old s cartoon rise of the beasts establishes some decent human leads that arent annoying while keeping the focus on the robot conflict the voice cast was fantastic peter cullen as optimus prime will always be the greatest of all time peter dinklages scourge sounds and looks vicious ron perlman michelle yeoh pete davidson and cristo fernández provide solid performances giving their characters a little fun and even some heart rise of the beasts reels the franchise back in from the outrageous goofiness of the wahlberg entries but still has a good time recognizing its primary audience is kids and parents who grew up on the cartoon the intensity and pacing of the first acts are superb the final act gets a little cheesy and starts to feel generic but it is no worse than the climax of recent marvel films rise of the beasts isnt perfect but it sets the transformers back on the right path,POSITIVE
128,128,7.0,"Aug 10, 2023","Just eagerly watched Rise of the Beasts and was completely underwhelmed. I even saw reviews where people said the final scene was the only saving grace but I don't even think that was true. I give points for trying to be creative and trying new things but they just fell flat or felt forced and left a bad taste, not to mention there were times that the CGI was glaringly awful. Also, the ending scene (not post credit but final scene) was almost too ridiculous and felt overly forced again. This movie is a little over 2 hours, I'm 20 minutes into the first Transformers and I'm already more entrained than I was for the entirety of Rise of the Beasts. At this point I've lost all hope for the franchise to ever return to it's former glory.","June 9, 2023 (United States)",just eagerly watched rise of the beasts and was completely underwhelmed i even saw reviews where people said the final scene was the only saving grace but i dont even think that was true i give points for trying to be creative and trying new things but they just fell flat or felt forced and left a bad taste not to mention there were times that the cgi was glaringly awful also the ending scene not post credit but final scene was almost too ridiculous and felt overly forced again this movie is a little over hours im minutes into the first transformers and im already more entrained than i was for the entirety of rise of the beasts at this point ive lost all hope for the franchise to ever return to its former glory,NEGATIVE
129,129,7.0,"Jun 7, 2023","Transformers: Rise of the Beasts is a delightfully surprising return to the franchise's roots as a live-action Saturday morning cartoon. It's clean wholesome robot fun that offers two hours of solid escape.

As the 7th installment in the series, Rise of the Beasts is notably the first principal Transformers film not directed by Michael Bay, who only serves as a producer, and the difference shows.

Director Steven Caple Jr, who directed Creed II, takes a grounded yet light approach, ensuring the audience cares about the human characters, at least calculably enough to last through its runtime.

Anthony Ramos and Dominique Fishback are believable as normal working people that are accidentally caught in the middle of an alien space war. They both bring authenticity from playing it all straight and help sell the awe of seeing the robots.

Watching Michelle Yeoh's motorcycle jump onto a moving train in Police Story 3 as a kid, who would have thought she'd one day be the voice of a giant robot owl in a Transformers movie? She's crushing it from all sides. What a way to follow up on an Oscar win.

The action sequences are shot and edited clearly. Every move is easy to follow and one can blink if they need to. I was absorbed into the fights and many times was in awe of the sheer scale of the Transformers, fearing for the human characters and potential collateral damage.

The jokes are better written, more organic, and land better. There are no shrieking obnoxious characters forcibly jabbing the audience to laugh, trying to fill up a transitional moment.

Walking out of Rise of the Beasts, I reminisced about fun times playing with the Transformers toys as a kid, and not feeling dizzy, shouted at, or irked by inappropriate jokes.

And then I realized, ""Yeah! This is how you do a Transformers movie.""","June 9, 2023 (United States)",transformers rise of the beasts is a delightfully surprising return to the franchises roots as a liveaction saturday morning cartoon its clean wholesome robot fun that offers two hours of solid escape as the th installment in the series rise of the beasts is notably the first principal transformers film not directed by michael bay who only serves as a producer and the difference shows director steven caple jr who directed creed ii takes a grounded yet light approach ensuring the audience cares about the human characters at least calculably enough to last through its runtime anthony ramos and dominique fishback are believable as normal working people that are accidentally caught in the middle of an alien space war they both bring authenticity from playing it all straight and help sell the awe of seeing the robots watching michelle yeohs motorcycle jump onto a moving train in police story as a kid who would have thought shed one day be the voice of a giant robot owl in a transformers movie shes crushing it from all sides what a way to follow up on an oscar win the action sequences are shot and edited clearly every move is easy to follow and one can blink if they need to i was absorbed into the fights and many times was in awe of the sheer scale of the transformers fearing for the human characters and potential collateral damage the jokes are better written more organic and land better there are no shrieking obnoxious characters forcibly jabbing the audience to laugh trying to fill up a transitional moment walking out of rise of the beasts i reminisced about fun times playing with the transformers toys as a kid and not feeling dizzy shouted at or irked by inappropriate jokes and then i realized yeah this is how you do a transformers movie,POSITIVE
130,130,7.0,"Jun 10, 2023","The only cool things about this transformer is Scourge .

He's such a badass with the voice of Peter Dinklage .

He's awesome .

And very scary !

The rest ?

It's rubbish !

The guy who play like Shia Le Beouf is just ridiculous .

He do some acting that's no need to do , for example : when he ask for the women if she's okay ?

Oh c'mon ...

The women ?

Nothing but poor actress !

Brooklyn Brooklyn bla-bla-bla

Please respect the real music of transformers !

Why you put a rap music ?

Let the real music with Steve Jablonsky !

Just let it and don't change with the hod damn rap !!!

And the story is just too much now !

Just stop !

The best transformers is 1 , 2 and 3 .

The rest is just rubbish .

I'm a fan of Transformers and I'm really really disappointed with this sequel .","June 9, 2023 (United States)",the only cool things about this transformer is scourge hes such a badass with the voice of peter dinklage hes awesome and very scary the rest its rubbish the guy who play like shia le beouf is just ridiculous he do some acting thats no need to do for example when he ask for the women if shes okay oh cmon the women nothing but poor actress brooklyn brooklyn blablabla please respect the real music of transformers why you put a rap music let the real music with steve jablonsky just let it and dont change with the hod damn rap and the story is just too much now just stop the best transformers is and the rest is just rubbish im a fan of transformers and im really really disappointed with this sequel,NEGATIVE
131,131,6.0,"Feb 3, 2024","This was pure fun with tons of comedy - I can't recall laughing so much in a comedy film, let alone one that's not even listed as a comedy. Having Pete Davidson voice Mirage was brilliant and was literally the funniest character I've seen/heard in a long time.

When I first learned about all the new characters including the bots, I wasn't sure I'd like them, but every single one was excellent and added to the film. What I also liked was how there was more of a story - a great prequel, and less of the over-the-top Michael Bay mayhem of special effects. All S/VFX in this film were in perfect doses, very impressively done, and added to the story instead of detracting from it.

There was a great origin and current timeline story, superb character development, and thankfully, no cliched romance subplot. You will have a smile throughout this entire film, in between laughs and moments of awe during the impressive and stunning visual effects. This is what a Transformers movie should be - a tight narrative, clean action sequences and with tons of heart, whether human or bot. I'm just not sure about that business card organization at the end, but you never know, I never thought we'd get another great Transformers film either.","June 9, 2023 (United States)",this was pure fun with tons of comedy i cant recall laughing so much in a comedy film let alone one thats not even listed as a comedy having pete davidson voice mirage was brilliant and was literally the funniest character ive seenheard in a long time when i first learned about all the new characters including the bots i wasnt sure id like them but every single one was excellent and added to the film what i also liked was how there was more of a story a great prequel and less of the overthetop michael bay mayhem of special effects all svfx in this film were in perfect doses very impressively done and added to the story instead of detracting from it there was a great origin and current timeline story superb character development and thankfully no cliched romance subplot you will have a smile throughout this entire film in between laughs and moments of awe during the impressive and stunning visual effects this is what a transformers movie should be a tight narrative clean action sequences and with tons of heart whether human or bot im just not sure about that business card organization at the end but you never know i never thought wed get another great transformers film either,POSITIVE
132,132,1.0,"Jul 2, 2023","Overall I laughed and had an enjoyable time, no I don't think the movie was amazing but it was a decent watch.

I think Transformers has been extremely hit or miss since the first one and this one is okay.

The story is about Noah Diaz as he must find a key to help the autobots get home, meanwhile a planet sized transformer called Omnicron is out to destroy all worlds as they feed him.

The movie has some decent action scenes, Noah and Elena are good in this their chemistry is enjoyable and Pete Davison as Merage is a good autobot, he is the comedic relief which is non stop, it can get a bit much at times but there are some funny one liners.

I feel for the serious tone they went for was undermined a bit at times with all the jokes, the new design is good, I do prefer the bay look to most transformers but I prefer this bee.

The CGI is okay overall, some not good moments which take me out a bit of the movie. The score was good, one thing that bothers me is that their blasters chose when they inflict damage as sometimes they do nothing while others is it's a devastating blow.

I don't know if I'd watch it again, not the worst in the series but not near the best, 6.5/10.","June 9, 2023 (United States)",overall i laughed and had an enjoyable time no i dont think the movie was amazing but it was a decent watch i think transformers has been extremely hit or miss since the first one and this one is okay the story is about noah diaz as he must find a key to help the autobots get home meanwhile a planet sized transformer called omnicron is out to destroy all worlds as they feed him the movie has some decent action scenes noah and elena are good in this their chemistry is enjoyable and pete davison as merage is a good autobot he is the comedic relief which is non stop it can get a bit much at times but there are some funny one liners i feel for the serious tone they went for was undermined a bit at times with all the jokes the new design is good i do prefer the bay look to most transformers but i prefer this bee the cgi is okay overall some not good moments which take me out a bit of the movie the score was good one thing that bothers me is that their blasters chose when they inflict damage as sometimes they do nothing while others is its a devastating blow i dont know if id watch it again not the worst in the series but not near the best,POSITIVE
133,133,10.0,"Jun 9, 2023","Decent movie but so many holes that don't make sense. Continues the trend of the protagonist killing cops or bystanders- don't try to normalize this behavior. Older movies never did this, not that they were morally perfect by any measure.

The action scenes were beautiful, even tho 3d did not add anything, yet again. The strengths of the individual fighters were inconsistent - don't let one autobiographical get beat up by a weakling & then start beating a bigger and badder something else.

All the transformers kind of got worse after uno, but this one wasn't the worst of the bunch. Wasn't great, but didn't let down too bad.","June 9, 2023 (United States)",decent movie but so many holes that dont make sense continues the trend of the protagonist killing cops or bystanders dont try to normalize this behavior older movies never did this not that they were morally perfect by any measure the action scenes were beautiful even tho d did not add anything yet again the strengths of the individual fighters were inconsistent dont let one autobiographical get beat up by a weakling then start beating a bigger and badder something else all the transformers kind of got worse after uno but this one wasnt the worst of the bunch wasnt great but didnt let down too bad,NEGATIVE
134,134,7.0,"Jun 10, 2023","""Transformers: Rise of the Beasts"" is a delightful surprise in the cinematic landscape, proving itself as a commendable addition to the Transformers franchise. This newest iteration offers a summer blockbuster experience that is, frankly, a whole lot more fun and engaging than most of its predecessors.

The film stands out in terms of animation, pushing the envelope to deliver top-notch graphics that truly make the experience worth a theater viewing. Each Transformer species is immaculately designed, unlike some of the older films in the franchise that offered a visually muddled array of mechanical CGI. ""Rise of the Beasts"" successfully showcases each Transformer in their unique glory, creating a visual spectacle that's awe-inspiring and genuinely exciting.

In a departure from previous entries in the franchise, the film also manages to strike an appealing balance between its human and mechanical protagonists. This facet of the story felt carefully calibrated and is a breath of fresh air not seen since the original Transformers movie and the Hailee Steinfeld-led ""Bumblebee"".

The performances in ""Rise of the Beasts"" are another strong suit, with Pete Davidson as Mirage proving to be a highlight. Davidson's portrayal is both hysterical and emotionally poignant, deftly providing the film with its comedic and emotional beats. Equally compelling is Anthony Ramos, whose magnetic performance demonstrates why he's quickly becoming one of Hollywood's most promising rising stars.

However, ""Rise of the Beasts"" isn't a flawless masterpiece. Its story, while solid and engaging, can feel a tad predictable and doesn't quite break new ground within the genre. Still, this doesn't detract from the film's overall appeal. It's a visually stunning, character-driven summer blockbuster that delivers thrills, laughs, and a healthy dose of giant robot action.

Fair warning to the uninitiated: this movie might not be for everyone. If you're not a fan of large-scale, slightly mindless, sci-fi action spectacles, ""Rise of the Beasts"" might not be your cup of tea. However, for those who appreciate this genre, much like myself, this film promises a rollicking good time that will have you eagerly awaiting the next instalment.

In summary, ""Transformers: Rise of the Beasts"" is a visually arresting, character-driven summer blockbuster that overcomes its narrative shortcomings to offer an entertaining and refreshing chapter in the Transformers saga. It's well worth your time and the price of a theater ticket. Here's to hoping the franchise continues on this upward trajectory.","June 9, 2023 (United States)",transformers rise of the beasts is a delightful surprise in the cinematic landscape proving itself as a commendable addition to the transformers franchise this newest iteration offers a summer blockbuster experience that is frankly a whole lot more fun and engaging than most of its predecessors the film stands out in terms of animation pushing the envelope to deliver topnotch graphics that truly make the experience worth a theater viewing each transformer species is immaculately designed unlike some of the older films in the franchise that offered a visually muddled array of mechanical cgi rise of the beasts successfully showcases each transformer in their unique glory creating a visual spectacle thats aweinspiring and genuinely exciting in a departure from previous entries in the franchise the film also manages to strike an appealing balance between its human and mechanical protagonists this facet of the story felt carefully calibrated and is a breath of fresh air not seen since the original transformers movie and the hailee steinfeldled bumblebee the performances in rise of the beasts are another strong suit with pete davidson as mirage proving to be a highlight davidsons portrayal is both hysterical and emotionally poignant deftly providing the film with its comedic and emotional beats equally compelling is anthony ramos whose magnetic performance demonstrates why hes quickly becoming one of hollywoods most promising rising stars however rise of the beasts isnt a flawless masterpiece its story while solid and engaging can feel a tad predictable and doesnt quite break new ground within the genre still this doesnt detract from the films overall appeal its a visually stunning characterdriven summer blockbuster that delivers thrills laughs and a healthy dose of giant robot action fair warning to the uninitiated this movie might not be for everyone if youre not a fan of largescale slightly mindless scifi action spectacles rise of the beasts might not be your cup of tea however for those who appreciate this genre much like myself this film promises a rollicking good time that will have you eagerly awaiting the next instalment in summary transformers rise of the beasts is a visually arresting characterdriven summer blockbuster that overcomes its narrative shortcomings to offer an entertaining and refreshing chapter in the transformers saga its well worth your time and the price of a theater ticket heres to hoping the franchise continues on this upward trajectory,POSITIVE
135,135,1.0,"Jul 13, 2023","I watched the previous films to prepare for this, but turns out Transformers: Rise of the Beasts is set in 1994 so although I relived some unapologetically outrageous 2000s filmmaking, it provides no relevant backstory to this movie.

ROTB spends a lot of time in Brooklyn baby! With its human characters and tends to drag on about the struggles of main character Noah, introducing his ill younger brother and shady neighbourhood buddy. Enter the museum intern who happens upon an artefact which gives us a map to find this key thing.

We get to see some stunning robot action sequences as well, which is probably the closest feeling you'll get to the original 1986 animated movie. The Transformers, Maximals and bad guys all look amazing. The voice work is both personable and commanding, and well-executed by all involved. Pete Davidson shines as Mirage. Peter Cullen is Optimus. We see Optimus in a way we're not used to, and it's oddly refreshing although I missed his overt leadership and kick-assery.

While there's a whole lot of conveniences that push the story along, there appears to be at least some effort in making the characters realistic enough to not render them absolute morons or overly powered/awesome.

It's a lot of fun and definitely has the original 1986 movie vibe.

Unicron is terrifying. Make sure you're in a cinema with the best sound possible.","June 9, 2023 (United States)",i watched the previous films to prepare for this but turns out transformers rise of the beasts is set in so although i relived some unapologetically outrageous s filmmaking it provides no relevant backstory to this movie rotb spends a lot of time in brooklyn baby with its human characters and tends to drag on about the struggles of main character noah introducing his ill younger brother and shady neighbourhood buddy enter the museum intern who happens upon an artefact which gives us a map to find this key thing we get to see some stunning robot action sequences as well which is probably the closest feeling youll get to the original animated movie the transformers maximals and bad guys all look amazing the voice work is both personable and commanding and wellexecuted by all involved pete davidson shines as mirage peter cullen is optimus we see optimus in a way were not used to and its oddly refreshing although i missed his overt leadership and kickassery while theres a whole lot of conveniences that push the story along there appears to be at least some effort in making the characters realistic enough to not render them absolute morons or overly poweredawesome its a lot of fun and definitely has the original movie vibe unicron is terrifying make sure youre in a cinema with the best sound possible,POSITIVE
136,136,7.0,"Jun 22, 2023","Entered the theater to watch some action from transformers after long time. Animal transformers was good concept, storyline was good. Few comedy inbetween, more by mirage charector scores. Autobot to iron man suit, various animal bots were good. Movie is full of metal clinging against each other, packed with action.

My doubt is - how one half of the key alone sent the signal tracked by scourge and another key inspite of held open didn't.

Over all, watchable once, action packed transformers story. Nothing great and nothing bad. Missing the impact of movie, gave a sense of a normal movie. Better than the previous one for sure.","June 9, 2023 (United States)",entered the theater to watch some action from transformers after long time animal transformers was good concept storyline was good few comedy inbetween more by mirage charector scores autobot to iron man suit various animal bots were good movie is full of metal clinging against each other packed with action my doubt is how one half of the key alone sent the signal tracked by scourge and another key inspite of held open didnt over all watchable once action packed transformers story nothing great and nothing bad missing the impact of movie gave a sense of a normal movie better than the previous one for sure,POSITIVE
137,137,6.0,"Jul 9, 2023","Transformers: Rise of the Beasts misses its mark on several counts. While aiming for social commentary, it stumbles by consistently depicting white characters in a negative light, creating a divisive atmosphere that alienates a portion of its fanbase. This approach detracts from the film's potential by overshadowing its core elements and compelling storytelling. Unfortunately, this echoes a concerning trend seen in modern cinema, where the weight of political agendas often overtakes the essence of genuine narratives. This movie's misstep underscores the broader disappointment when cinematic potential is compromised in favor of conveying a specific message.","June 9, 2023 (United States)",transformers rise of the beasts misses its mark on several counts while aiming for social commentary it stumbles by consistently depicting white characters in a negative light creating a divisive atmosphere that alienates a portion of its fanbase this approach detracts from the films potential by overshadowing its core elements and compelling storytelling unfortunately this echoes a concerning trend seen in modern cinema where the weight of political agendas often overtakes the essence of genuine narratives this movies misstep underscores the broader disappointment when cinematic potential is compromised in favor of conveying a specific message,NEGATIVE
138,138,7.0,"Jun 6, 2023","I'm glad I got to see this in imax 3D right before that format ended and switched to The Flash which I saw afterwards in imax. Steven Caple Jr made one of the best Transformer adaptions I would've seen sooner but I had multiple days of stomach and sleep struggles; I felt phenomenal today! I absolutely loved Rise of the Beasts the music, the colors, the story is great, and I think its genius there's a lot more robots than human scenes that's rare for most Sci-Fi movies I'm so happy about that! This genuinely deserves so much praise, I'm one of few that enjoys some of the Michael Bay ones although the best of those was the 2007 one after that they went down hill.","June 9, 2023 (United States)",im glad i got to see this in imax d right before that format ended and switched to the flash which i saw afterwards in imax steven caple jr made one of the best transformer adaptions i wouldve seen sooner but i had multiple days of stomach and sleep struggles i felt phenomenal today i absolutely loved rise of the beasts the music the colors the story is great and i think its genius theres a lot more robots than human scenes thats rare for most scifi movies im so happy about that this genuinely deserves so much praise im one of few that enjoys some of the michael bay ones although the best of those was the one after that they went down hill,POSITIVE
139,139,6.0,"Jul 13, 2023","The first impression of Transformers: Rise of the Beasts is that it is entertaining to say the least. From the CGI of the transformers, action and explosions, and the good acting made it a good watch. Director Michael Bay is at it with his movies making sure they are filled with explosions. There is only so much you can do with explosions in movies especially CGI ones that can make it good. I felt that too many explosions can hold a movie back because it can be overloaded by them. However, the dialogue was captivating, but not groundbreaking as we learned more about the main protagonists Noah (Anthony Ramos) and Elena (Dominique Fishback) exchanging words with the autobots and maximals. It was fresh to see the Maximals in action as they are primal jungle autobots. My personal favorite maximal is Optiumus Primal because he is the brave leader of the maximals and he is a gorilla. Plus, I liked the 90's throwback music as well. Overall, Transformers: Rise of the Beasts is good with its action, acting, and entertainment. I would recommend it to watch it in theaters for a single viewing.","June 9, 2023 (United States)",the first impression of transformers rise of the beasts is that it is entertaining to say the least from the cgi of the transformers action and explosions and the good acting made it a good watch director michael bay is at it with his movies making sure they are filled with explosions there is only so much you can do with explosions in movies especially cgi ones that can make it good i felt that too many explosions can hold a movie back because it can be overloaded by them however the dialogue was captivating but not groundbreaking as we learned more about the main protagonists noah anthony ramos and elena dominique fishback exchanging words with the autobots and maximals it was fresh to see the maximals in action as they are primal jungle autobots my personal favorite maximal is optiumus primal because he is the brave leader of the maximals and he is a gorilla plus i liked the s throwback music as well overall transformers rise of the beasts is good with its action acting and entertainment i would recommend it to watch it in theaters for a single viewing,POSITIVE
140,140,1.0,"Jul 29, 2023","I tried 3 times to watch this film and it can not seem to hold my attention. I keep dozing off because I do not care about anybof the characters. The storyline does not mesh with any other Transformer movie and just seems as if they expect the movie to thrive on CGI alone. Also, they are trying WAY to hard to inject comedy, but it is not funny in the least. It is pretty cringe

Another issue is them portraying white people as stupid and evil, with POCs as the smart saviors. Seriously, this is just terrible and obviously agenda driven.

I spent much of the movie praying for scourge to get the whole key so the movie would be over faster.","June 9, 2023 (United States)",i tried times to watch this film and it can not seem to hold my attention i keep dozing off because i do not care about anybof the characters the storyline does not mesh with any other transformer movie and just seems as if they expect the movie to thrive on cgi alone also they are trying way to hard to inject comedy but it is not funny in the least it is pretty cringe another issue is them portraying white people as stupid and evil with pocs as the smart saviors seriously this is just terrible and obviously agenda driven i spent much of the movie praying for scourge to get the whole key so the movie would be over faster,NEGATIVE
141,141,7.0,"Jun 12, 2023","This was surprising, good. I watch it with my dad in my room it was fun. Scrouge was cool and even a better villain than Megatron, but sentinel prime is better. I Don't Really Like the Humans but they're enjoyable. I Like Noah Diaz the human the most because him and prime were similar they both wanted to save their families and do anything to protect their home. Prime was kind of like his Micheal Bay counterpart but more of an actually character he didn't trust humans and wanted to return to his home instead but learned to trust the humans. When bumblebee died it was sad mirage was hilarious watch it.","June 9, 2023 (United States)",this was surprising good i watch it with my dad in my room it was fun scrouge was cool and even a better villain than megatron but sentinel prime is better i dont really like the humans but theyre enjoyable i like noah diaz the human the most because him and prime were similar they both wanted to save their families and do anything to protect their home prime was kind of like his micheal bay counterpart but more of an actually character he didnt trust humans and wanted to return to his home instead but learned to trust the humans when bumblebee died it was sad mirage was hilarious watch it,POSITIVE
142,142,1.0,"Jul 22, 2023","It was awesome to watch every step of this movie and as an actual FAN of whole Transformers franchise, i loved it.

It was beautiful, unexpactible, wondering and FUNNY, cause saying it, i Really enjoyed how they showed Mirage, as comic, joky and ""slangy"" as possible, cause characters like that are very needed through all hard times(i still can't forget him).

And of course the biggest + of film, is that was ACTUALY about transformers, as it needed to be, because all previous movies, including Bumbelbee were focused ecpecialy on Humans, what was weird, but now it was fixed too, but... It is absolutely the same movie as Michael Bay's ones... just without ANYTHING new... even comparing to Last Knight.

I really worried about my whole and entire childhood, that getting bad reviews and scores to it, as it is what i live for and i hope next time something will change... So and so 7/10.","June 9, 2023 (United States)",it was awesome to watch every step of this movie and as an actual fan of whole transformers franchise i loved it it was beautiful unexpactible wondering and funny cause saying it i really enjoyed how they showed mirage as comic joky and slangy as possible cause characters like that are very needed through all hard timesi still cant forget him and of course the biggest of film is that was actualy about transformers as it needed to be because all previous movies including bumbelbee were focused ecpecialy on humans what was weird but now it was fixed too but it is absolutely the same movie as michael bays ones just without anything new even comparing to last knight i really worried about my whole and entire childhood that getting bad reviews and scores to it as it is what i live for and i hope next time something will change so and so,POSITIVE
143,143,9.0,"Jun 12, 2023","This is an alright instalment to the franchise for all viewers to watch. The storyline was sort of basic and there were no new real surprises. The crew are not putting as much effort as they used to. The franchise is becoming more illogical and predictable as it continues. The cast selection was alright. It could have been a lot better. I wonder what the next instalment (if there is going to be a next one) is going to have. The franchise does not really have any new original content or ideas. It is becoming a bit shallow. Hopefully, there is some time left to fix the franchise. This is a fine instalment for everyone to watch.","June 9, 2023 (United States)",this is an alright instalment to the franchise for all viewers to watch the storyline was sort of basic and there were no new real surprises the crew are not putting as much effort as they used to the franchise is becoming more illogical and predictable as it continues the cast selection was alright it could have been a lot better i wonder what the next instalment if there is going to be a next one is going to have the franchise does not really have any new original content or ideas it is becoming a bit shallow hopefully there is some time left to fix the franchise this is a fine instalment for everyone to watch,NEGATIVE
144,144,6.0,"Jun 26, 2023","The seventh entry in the long running series which now finds itself in 90's era New York. Taking place after the events of Bumblebee, we focus on a pair of struggling New Yorkers, Anthony Ramos, a former vet trying to find a job to make ends meet while across town we have Dominique Fishback working at a museum who comes across a discovery which will change her life forever. The object in question was last seen in the film's prologue as the planet eating Unicron (first introduced in the Transformers animated film from 1986) attacks the homeworld of the Maximals (transformers that can change into animals...duh!) seeking the Transwarp Key which can enable it to travel through time & space. Using it, a quartet of our heroes zap themselves to Earth & go into hiding. Meanwhile Ramos hoping to make a quick buck tries to boost a Porsche from a garage where he finds one of the Autobots instead who recruit him to travel to the museum where Fishback's handling of the Key has prompted it to emit a signal. The bad guys, the Decepticons, led by Scourge (also intro'd in the animated film), have also heard the signal & make their way to the site which has both sides engage in battle only to lose the Key but there's a second piece which resides in South America so Optimus Prime & his minions along w/their two new human recruits head down there & encounter the Maximals who fall into their cause as the fate of Cybertron, Unicron's next target, could be in jeopardy. A good follow up to Bumblebee, probably the best one of the series in my humble opine, which tells its tale w/entertaining efficiency while never making the decade it's set in calling attention to itself which wisely treats all the characters, both robotic or otherwise, all humanely. Also starring Lauren Velez, from NY Undercover, as Ramos' mom & Michael Kelly, currently on Prime's Jack Ryan, as a shadow recruiter who Ramos meets at film's end.","June 9, 2023 (United States)",the seventh entry in the long running series which now finds itself in s era new york taking place after the events of bumblebee we focus on a pair of struggling new yorkers anthony ramos a former vet trying to find a job to make ends meet while across town we have dominique fishback working at a museum who comes across a discovery which will change her life forever the object in question was last seen in the films prologue as the planet eating unicron first introduced in the transformers animated film from attacks the homeworld of the maximals transformers that can change into animalsduh seeking the transwarp key which can enable it to travel through time space using it a quartet of our heroes zap themselves to earth go into hiding meanwhile ramos hoping to make a quick buck tries to boost a porsche from a garage where he finds one of the autobots instead who recruit him to travel to the museum where fishbacks handling of the key has prompted it to emit a signal the bad guys the decepticons led by scourge also introd in the animated film have also heard the signal make their way to the site which has both sides engage in battle only to lose the key but theres a second piece which resides in south america so optimus prime his minions along wtheir two new human recruits head down there encounter the maximals who fall into their cause as the fate of cybertron unicrons next target could be in jeopardy a good follow up to bumblebee probably the best one of the series in my humble opine which tells its tale wentertaining efficiency while never making the decade its set in calling attention to itself which wisely treats all the characters both robotic or otherwise all humanely also starring lauren velez from ny undercover as ramos mom michael kelly currently on primes jack ryan as a shadow recruiter who ramos meets at films end,POSITIVE
145,145,1.0,"Sep 18, 2023","Despite Caple's ability to create something that flows and is intermittently ""fun"", everything about Rise of the Beasts feels brief, hurried, and undernourished. There are plenty of fresh faces but the screenplay's limited opportunities don't allow you to get to know them properly, with the slight exception of Mirage and Noah, who stand out, by a margin, as the most engaging of the bunch. Aside from them, large swaths of the characters are either given the minimalist treatment, making brief appearances with one-liners or spew exposition like it's a Saturday school lesson that no student wants to be at.

If you're a Beast Wars fan, then you'll be dissapointed because the Maximals are nearly nonexistent, rocking up about more than half way through the movie. The Terrorcons, moreover, feel like cheap and inefficient versions of the Decepticons. But, particularly, Rise of the Beasts is incredibly predictable and contains reused components from earlier films, disabling its ability to exude much uniqueness. As a result, practically everything in the film feels like it's been done before, and it has.

Much of the film is recycled, from dialogue and character arcs to bits of rehashed music and narrative elements. By forcing itself to reuse elements from Michael Bay's films, Rise of the Beasts has its head stuck in the past and its eyes set on the future. It's unable to do Bay's action or Bumblebee's heart well enough to even qualify as a half-effort, hence it stands out like a car without much of a character. Sounds like we have a severe case of identity crisis, no?","June 9, 2023 (United States)",despite caples ability to create something that flows and is intermittently fun everything about rise of the beasts feels brief hurried and undernourished there are plenty of fresh faces but the screenplays limited opportunities dont allow you to get to know them properly with the slight exception of mirage and noah who stand out by a margin as the most engaging of the bunch aside from them large swaths of the characters are either given the minimalist treatment making brief appearances with oneliners or spew exposition like its a saturday school lesson that no student wants to be at if youre a beast wars fan then youll be dissapointed because the maximals are nearly nonexistent rocking up about more than half way through the movie the terrorcons moreover feel like cheap and inefficient versions of the decepticons but particularly rise of the beasts is incredibly predictable and contains reused components from earlier films disabling its ability to exude much uniqueness as a result practically everything in the film feels like its been done before and it has much of the film is recycled from dialogue and character arcs to bits of rehashed music and narrative elements by forcing itself to reuse elements from michael bays films rise of the beasts has its head stuck in the past and its eyes set on the future its unable to do bays action or bumblebees heart well enough to even qualify as a halfeffort hence it stands out like a car without much of a character sounds like we have a severe case of identity crisis no,NEGATIVE
